volunteer_id,skill,preferred_task,location,available_time,language,transport,task_history,rating_reliability,name
1484,Education,Medical,Rajkot,3hr am,English,,29,4.38,Karan Joshi
1485,Water,Education,Ahmedabad,8hr pm,English,Car,2,4.95,Rahul Nair
1486,Rescue,Rescue,Rajkot,5hr pm,Gujarati,Car,10,3.1,Karan Patel
1487,Medical,Water,Surat,7hr am,Gujarati,Car,27,3.83,Karan Sharma
1488,Rescue,Medical,Navsari,1hr am,Hindi,Car,49,4.82,Priya Joshi
1489,Food,Rescue,Surat,1hr am,Hindi,,7,4.55,Arjun Joshi
1490,Rescue,Rescue,Surat,6hr pm,Hindi,,0,4.11,Amit Mehta
1491,Rescue,Water,Ahmedabad,2hr pm,Hindi,Bike,26,3.43,Sneha Sharma
1492,Education,Rescue,Ahmedabad,2hr am,Gujarati,Bike,44,4.26,Neha Mehta
1493,Water,Education,Rajkot,7hr pm,Hindi,Bike,8,3.76,Rohit Reddy
1494,Water,Rescue,Ahmedabad,2hr pm,English,Bike,16,3.51,Sneha Nair
1495,Food,Education,Ahmedabad,3hr pm,English,Bike,26,4.73,Karan Mehta
1496,Food,Medical,Ahmedabad,1hr am,English,Bike,16,4.04,Rahul Kumar
1497,Rescue,Food,Surat,5hr am,English,Car,17,4.16,Arjun Sharma
1498,Medical,Rescue,Vadodara,2hr am,Hindi,Car,44,3.17,Karan Mehta
1499,Water,Rescue,Navsari,5hr am,English,Bike,36,4.26,Karan Gupta
1500,Education,Education,Surat,1hr am,Hindi,Bike,32,4.99,Sneha Patel
1501,Food,Rescue,Surat,8hr am,Hindi,Bike,27,4.1,Anjali Mehta
1502,Medical,Education,Surat,2hr am,Hindi,Bike,50,2.99,Pooja Sharma
1503,Water,Rescue,Navsari,2hr am,Hindi,,30,3.74,Amit Sharma
1504,Medical,Water,Surat,8hr am,English,Bike,32,4.13,Rohit Gupta
1505,Food,Medical,Ahmedabad,7hr pm,English,Bike,32,2.99,Arjun Joshi
1506,Food,Rescue,Ahmedabad,2hr am,Gujarati,Car,49,3.85,Anjali Sharma
1507,Education,Rescue,Vadodara,4hr pm,Hindi,Car,0,3.93,Rohit Verma
1508,Medical,Medical,Rajkot,4hr am,Hindi,Car,23,3.0,Karan Joshi
1509,Medical,Water,Ahmedabad,8hr pm,English,Car,21,3.92,Pooja Patel
1510,Rescue,Food,Vadodara,8hr pm,Hindi,,36,3.53,Rahul Joshi
1511,Food,Education,Vadodara,8hr am,English,Car,9,3.95,Arjun Patel
1512,Food,Rescue,Rajkot,7hr pm,English,Bike,11,3.76,Neha Reddy
1513,Rescue,Medical,Navsari,8hr am,English,Bike,19,4.93,Isha Reddy
1514,Education,Food,Navsari,6hr am,English,Car,50,4.41,Rohit Reddy
1515,Food,Education,Navsari,8hr pm,Hindi,,7,3.72,Arjun Verma
1516,Food,Rescue,Navsari,8hr am,Hindi,Car,35,2.68,Neha Nair
1517,Food,Water,Vadodara,8hr am,English,,42,4.15,Rohit Sharma
1518,Rescue,Food,Navsari,8hr am,English,,45,3.03,Anjali Sharma
1519,Medical,Medical,Rajkot,4hr am,Gujarati,,36,4.71,Rohit Singh
1520,Rescue,Rescue,Rajkot,2hr pm,Hindi,,33,2.59,Rahul Singh
1521,Rescue,Food,Surat,8hr am,Gujarati,Car,19,2.65,Sneha Patel
1522,Food,Water,Vadodara,6hr am,Hindi,Car,48,3.63,Rohit Kumar
1523,Water,Food,Ahmedabad,5hr am,English,,0,4.09,Anjali Reddy
1524,Water,Food,Vadodara,6hr am,English,Car,2,4.16,Neha Nair
1525,Food,Water,Navsari,5hr pm,Hindi,Car,0,2.85,Neha Nair
1526,Education,Water,Navsari,7hr am,Gujarati,Car,34,4.44,Rohit Reddy
1527,Water,Rescue,Vadodara,6hr am,English,Bike,32,3.01,Sneha Kumar
1528,Education,Medical,Surat,6hr am,Gujarati,Car,26,4.23,Rahul Verma
1529,Food,Medical,Surat,1hr am,Hindi,,33,3.51,Arjun Patel
1530,Rescue,Rescue,Navsari,3hr pm,English,Car,34,3.39,Rahul Nair
1531,Water,Medical,Vadodara,6hr pm,Hindi,Bike,29,3.3,Neha Verma
1532,Food,Rescue,Surat,2hr am,Hindi,,24,4.89,Arjun Sharma
1533,Rescue,Rescue,Surat,7hr am,English,Bike,22,2.85,Amit Patel
1534,Medical,Food,Rajkot,2hr am,Hindi,Bike,20,3.69,Anjali Singh
1535,Medical,Water,Surat,7hr pm,Gujarati,Car,27,3.83,Priya Patel
1536,Water,Medical,Vadodara,6hr am,Hindi,Bike,35,3.72,Karan Joshi
1537,Water,Medical,Surat,2hr pm,Gujarati,,35,3.58,Anjali Singh
1538,Education,Food,Ahmedabad,1hr pm,Hindi,,7,2.65,Arjun Joshi
1539,Rescue,Food,Vadodara,6hr am,Gujarati,Bike,27,4.78,Sneha Mehta
1540,Medical,Rescue,Ahmedabad,2hr pm,Hindi,Bike,40,4.46,Anjali Singh
1541,Food,Rescue,Vadodara,3hr am,Gujarati,Car,12,3.9,Sneha Patel
1542,Rescue,Rescue,Navsari,6hr am,English,Car,36,4.61,Sneha Mehta
1543,Food,Education,Vadodara,3hr am,Hindi,Bike,26,3.75,Arjun Gupta
1544,Food,Food,Navsari,1hr am,Gujarati,,10,4.5,Rohit Joshi
1545,Education,Medical,Vadodara,6hr am,Gujarati,Bike,5,4.09,Karan Joshi
1546,Rescue,Water,Navsari,4hr pm,Gujarati,Car,13,3.92,Arjun Mehta
1547,Medical,Water,Surat,7hr pm,Gujarati,Car,27,3.83,Isha Singh
1548,Food,Education,Ahmedabad,7hr am,Hindi,Car,5,4.18,Vikram Joshi
1549,Education,Rescue,Surat,5hr am,Hindi,Bike,12,4.41,Neha Joshi
1550,Food,Water,Vadodara,6hr pm,English,,4,3.54,Rahul Mehta
1551,Medical,Water,Rajkot,1hr pm,Hindi,,0,2.89,Rohit Sharma
1552,Medical,Education,Vadodara,2hr am,Hindi,Bike,38,4.66,Rahul Mehta
1553,Rescue,Rescue,Vadodara,1hr pm,English,Car,7,2.63,Pooja Joshi
1554,Education,Food,Rajkot,4hr pm,Hindi,Bike,26,4.01,Isha Verma
1555,Food,Medical,Ahmedabad,6hr am,Hindi,,45,3.89,Karan Nair
1556,Rescue,Rescue,Rajkot,2hr pm,Hindi,,33,2.59,Anjali Reddy
1557,Education,Food,Rajkot,6hr pm,Hindi,,31,2.67,Karan Gupta
1558,Rescue,Education,Navsari,8hr am,Hindi,Car,13,4.43,Pooja Joshi
1559,Water,Water,Surat,4hr pm,Gujarati,,50,2.72,Arjun Verma
1560,Education,Food,Navsari,1hr am,Gujarati,,44,3.87,Neha Reddy
1561,Rescue,Education,Rajkot,8hr pm,Hindi,Bike,31,3.56,Karan Patel
1562,Food,Water,Surat,6hr pm,Gujarati,,38,3.97,Arjun Mehta
1563,Medical,Water,Navsari,6hr pm,Gujarati,Bike,41,3.24,Anjali Gupta
1564,Education,Education,Navsari,7hr pm,Gujarati,,39,2.55,Amit Singh
1565,Food,Education,Rajkot,4hr pm,Gujarati,Car,50,4.04,Amit Verma
1566,Education,Water,Navsari,1hr pm,English,,43,2.61,Karan Nair
1567,Education,Food,Rajkot,6hr am,Hindi,,31,2.67,Amit Kumar
1568,Water,Medical,Vadodara,3hr am,English,Bike,18,4.74,Neha Reddy
1569,Water,Food,Ahmedabad,5hr pm,English,Car,12,4.91,Pooja Singh
1570,Rescue,Education,Surat,6hr pm,English,Bike,40,2.64,Amit Verma
1571,Medical,Education,Navsari,6hr pm,Gujarati,,15,4.37,Rahul Reddy
1572,Food,Water,Navsari,5hr am,Hindi,Car,0,2.85,Pooja Nair
1573,Rescue,Rescue,Ahmedabad,3hr pm,English,,32,3.34,Rohit Sharma
1574,Rescue,Food,Vadodara,3hr pm,English,,40,3.8,Isha Patel
1575,Rescue,Education,Navsari,6hr pm,English,Bike,18,2.71,Rohit Singh
1576,Water,Food,Rajkot,8hr am,Gujarati,Bike,37,4.09,Neha Gupta
1577,Water,Food,Navsari,3hr am,Gujarati,,15,3.97,Priya Mehta
1578,Medical,Medical,Navsari,3hr pm,Hindi,Bike,30,2.89,Isha Patel
1579,Medical,Rescue,Ahmedabad,8hr am,Hindi,,40,4.12,Karan Sharma
1580,Food,Rescue,Surat,7hr pm,English,Car,36,3.8,Rahul Sharma
1581,Education,Medical,Surat,8hr am,Gujarati,Car,6,3.79,Vikram Reddy
1582,Education,Water,Vadodara,7hr pm,Gujarati,Car,20,2.83,Anjali Singh
1583,Food,Education,Surat,6hr pm,Gujarati,Bike,32,4.7,Pooja Patel
1584,Education,Food,Rajkot,7hr pm,Hindi,Bike,9,2.99,Amit Sharma
1585,Education,Education,Vadodara,8hr pm,Hindi,,32,4.86,Priya Joshi
1586,Water,Water,Ahmedabad,8hr pm,Hindi,Bike,3,3.97,Amit Gupta
1587,Water,Rescue,Navsari,6hr am,Hindi,Car,26,4.79,Arjun Gupta
1588,Water,Medical,Ahmedabad,4hr pm,English,,12,4.37,Isha Patel
1589,Food,Food,Navsari,1hr am,Gujarati,,10,4.5,Rohit Singh
1590,Medical,Rescue,Navsari,4hr pm,English,Car,10,3.63,Sneha Mehta
1591,Education,Food,Vadodara,1hr pm,English,Car,50,3.92,Vikram Verma
1592,Rescue,Water,Rajkot,4hr am,Hindi,Bike,12,4.9,Arjun Kumar
1593,Water,Water,Vadodara,5hr pm,Hindi,Bike,5,2.98,Isha Patel
1594,Rescue,Education,Ahmedabad,2hr pm,English,Bike,23,2.73,Pooja Sharma
1595,Water,Water,Vadodara,5hr am,Hindi,Bike,5,2.98,Karan Nair
1596,Food,Food,Surat,7hr am,Hindi,Bike,43,3.94,Vikram Patel
1597,Rescue,Rescue,Navsari,6hr pm,English,,23,3.39,Amit Patel
1598,Food,Food,Ahmedabad,1hr pm,Gujarati,,23,2.68,Arjun Nair
1599,Rescue,Education,Rajkot,2hr pm,Gujarati,Bike,2,3.07,Vikram Singh
1600,Education,Water,Surat,1hr am,English,Bike,19,3.03,Arjun Nair
1601,Rescue,Food,Vadodara,3hr am,English,,40,3.8,Arjun Gupta
1602,Education,Education,Vadodara,7hr pm,English,Car,44,3.36,Sneha Sharma
1603,Rescue,Food,Vadodara,8hr pm,Hindi,,36,3.53,Sneha Reddy
1604,Education,Water,Navsari,5hr am,English,Bike,39,2.95,Neha Kumar
1605,Water,Education,Ahmedabad,5hr am,Hindi,Car,41,4.17,Anjali Gupta
1606,Education,Education,Rajkot,1hr pm,Gujarati,Car,49,2.61,Rohit Gupta
1607,Water,Food,Ahmedabad,5hr pm,English,Car,12,4.91,Sneha Nair
1608,Water,Water,Ahmedabad,3hr am,English,Car,38,3.94,Anjali Mehta
1609,Medical,Rescue,Surat,8hr am,English,,44,4.44,Karan Kumar
1610,Medical,Education,Ahmedabad,4hr pm,English,,7,3.53,Rohit Reddy
1611,Food,Education,Rajkot,4hr am,Gujarati,Car,50,4.04,Neha Kumar
1612,Food,Water,Vadodara,4hr am,Gujarati,Car,6,3.27,Rahul Sharma
1613,Rescue,Food,Navsari,7hr pm,Hindi,Bike,3,3.93,Rohit Singh
1614,Medical,Water,Vadodara,8hr pm,Hindi,Car,8,4.17,Sneha Reddy
1615,Rescue,Medical,Vadodara,5hr pm,Gujarati,Car,3,2.67,Vikram Patel
1616,Rescue,Food,Navsari,6hr pm,English,Bike,19,4.74,Arjun Nair
1617,Medical,Medical,Vadodara,1hr pm,Hindi,Bike,17,3.17,Neha Patel
1618,Education,Education,Rajkot,1hr am,Hindi,Car,14,4.09,Sneha Singh
1619,Rescue,Rescue,Surat,8hr am,Gujarati,Bike,31,3.94,Isha Singh
1620,Rescue,Education,Vadodara,6hr pm,Hindi,,12,2.77,Neha Kumar
1621,Water,Water,Navsari,2hr pm,English,Bike,46,3.04,Sneha Joshi
1622,Food,Education,Ahmedabad,3hr am,English,Bike,26,4.73,Sneha Gupta
1623,Food,Rescue,Surat,3hr am,Gujarati,,15,4.6,Arjun Mehta
1624,Medical,Food,Rajkot,2hr am,English,,37,2.95,Pooja Sharma
1625,Food,Education,Ahmedabad,4hr am,English,Bike,26,4.33,Karan Gupta
1626,Education,Rescue,Surat,4hr am,English,Car,31,4.86,Sneha Reddy
1627,Water,Medical,Surat,2hr am,English,Car,31,3.5,Rahul Mehta
1628,Food,Food,Surat,1hr am,English,Car,26,4.47,Anjali Verma
1629,Food,Education,Ahmedabad,5hr pm,English,,42,4.16,Sneha Singh
1630,Rescue,Food,Surat,3hr am,English,,48,3.05,Priya Verma
1631,Food,Water,Vadodara,8hr am,English,,42,4.15,Priya Gupta
1632,Water,Rescue,Rajkot,1hr pm,Hindi,,11,2.56,Vikram Kumar
1633,Food,Rescue,Surat,7hr am,Gujarati,Bike,18,4.21,Rahul Sharma
1634,Food,Education,Rajkot,6hr am,English,,16,2.54,Rohit Kumar
1635,Food,Food,Surat,7hr am,Hindi,Bike,43,3.94,Isha Sharma
1636,Education,Education,Ahmedabad,3hr pm,Hindi,Bike,3,2.66,Amit Nair
1637,Education,Food,Rajkot,2hr am,Hindi,Bike,25,3.58,Arjun Reddy
1638,Water,Rescue,Vadodara,8hr am,Hindi,Bike,2,4.88,Vikram Nair
1639,Medical,Food,Surat,7hr pm,Gujarati,,42,3.76,Neha Verma
1640,Education,Water,Navsari,1hr am,Hindi,Car,3,3.31,Sneha Reddy
1641,Water,Water,Rajkot,1hr am,Hindi,Car,43,4.79,Rahul Reddy
1642,Medical,Education,Surat,8hr am,Hindi,Car,15,2.87,Amit Sharma
1643,Food,Water,Rajkot,1hr pm,English,Bike,3,4.96,Neha Reddy
1644,Education,Water,Ahmedabad,5hr am,English,Car,23,4.87,Karan Reddy
1645,Rescue,Rescue,Navsari,6hr am,English,,23,3.39,Amit Singh
1646,Water,Education,Ahmedabad,4hr am,Hindi,,4,3.62,Rahul Verma
1647,Water,Food,Vadodara,6hr pm,English,Car,2,4.16,Neha Nair
1648,Medical,Water,Rajkot,6hr am,Hindi,,40,4.97,Vikram Kumar
1649,Education,Rescue,Navsari,6hr am,English,Bike,6,4.34,Karan Gupta
1650,Education,Water,Vadodara,5hr pm,Gujarati,,41,2.76,Rohit Joshi
1651,Medical,Education,Ahmedabad,5hr am,English,,38,2.92,Amit Mehta
1652,Education,Education,Rajkot,4hr am,Gujarati,,20,4.86,Neha Patel
1653,Rescue,Medical,Navsari,6hr pm,English,Car,27,4.31,Rohit Gupta
1654,Medical,Rescue,Navsari,2hr pm,Gujarati,,34,4.71,Priya Joshi
1655,Education,Water,Rajkot,8hr am,Hindi,,15,4.01,Arjun Singh
1656,Rescue,Education,Surat,3hr am,Gujarati,,38,3.94,Sneha Patel
1657,Food,Rescue,Ahmedabad,5hr am,English,Bike,15,4.48,Amit Verma
1658,Water,Food,Rajkot,4hr pm,English,Car,45,4.83,Isha Patel
1659,Medical,Medical,Rajkot,2hr am,English,,8,3.92,Rohit Singh
1660,Medical,Education,Rajkot,3hr pm,Hindi,Car,19,4.6,Vikram Gupta
1661,Rescue,Medical,Rajkot,3hr am,Gujarati,Bike,2,3.79,Sneha Gupta
1662,Rescue,Rescue,Rajkot,2hr am,Hindi,,33,2.59,Arjun Sharma
1663,Rescue,Water,Surat,2hr pm,English,,25,3.92,Rohit Verma
1664,Water,Education,Ahmedabad,5hr pm,Hindi,Car,5,3.65,Priya Gupta
1665,Food,Education,Surat,4hr pm,Hindi,Car,41,4.66,Karan Mehta
1666,Food,Water,Navsari,3hr am,Hindi,Bike,12,3.13,Amit Kumar
1667,Education,Water,Ahmedabad,2hr pm,English,Bike,50,4.64,Amit Mehta
1668,Education,Rescue,Navsari,8hr pm,English,Car,16,4.5,Isha Joshi
1669,Education,Education,Vadodara,6hr pm,Hindi,,10,3.93,Rohit Nair
1670,Rescue,Food,Navsari,8hr pm,Hindi,,48,2.8,Anjali Verma
1671,Food,Food,Vadodara,3hr pm,Gujarati,Bike,13,3.56,Pooja Gupta
1672,Education,Food,Vadodara,8hr pm,Hindi,Car,0,4.83,Sneha Reddy
1673,Education,Medical,Vadodara,6hr am,Hindi,Car,30,3.48,Priya Kumar
1674,Water,Rescue,Ahmedabad,2hr pm,Hindi,Car,26,3.95,Sneha Joshi
1675,Food,Water,Ahmedabad,1hr am,Gujarati,,42,4.38,Sneha Nair
1676,Rescue,Water,Ahmedabad,2hr am,Hindi,Bike,26,3.43,Pooja Reddy
1677,Water,Education,Rajkot,7hr pm,Hindi,,23,4.5,Vikram Sharma
1678,Water,Medical,Vadodara,4hr pm,English,Bike,28,3.4,Pooja Kumar
1679,Education,Medical,Surat,7hr am,Gujarati,,10,3.03,Vikram Verma
1680,Medical,Education,Vadodara,5hr am,Gujarati,Car,36,3.76,Pooja Joshi
1681,Water,Medical,Surat,2hr pm,Gujarati,,35,3.58,Pooja Singh
1682,Food,Water,Navsari,2hr am,Gujarati,,28,3.66,Sneha Reddy
1683,Medical,Education,Rajkot,4hr pm,Hindi,Car,16,4.58,Neha Verma
1684,Rescue,Rescue,Surat,6hr pm,Hindi,,0,4.11,Rohit Singh
1685,Water,Water,Surat,1hr am,Hindi,Bike,3,3.58,Arjun Verma
1686,Food,Medical,Navsari,4hr pm,English,Bike,12,3.6,Priya Mehta
1687,Rescue,Water,Vadodara,5hr pm,Hindi,Car,46,4.96,Neha Singh
1688,Food,Rescue,Surat,8hr am,Hindi,Bike,27,4.1,Karan Reddy
1689,Water,Water,Ahmedabad,3hr am,English,Car,38,3.94,Anjali Verma
1690,Medical,Rescue,Vadodara,2hr am,Hindi,Car,44,3.17,Anjali Reddy
1691,Education,Education,Navsari,1hr am,Hindi,,14,4.47,Arjun Mehta
1692,Rescue,Education,Vadodara,6hr pm,Hindi,,12,2.77,Sneha Reddy
1693,Education,Medical,Navsari,5hr pm,Hindi,Bike,34,3.33,Arjun Patel
1694,Food,Medical,Rajkot,7hr pm,English,,7,4.18,Isha Sharma
1695,Rescue,Water,Navsari,4hr am,Gujarati,Car,13,3.92,Arjun Reddy
1696,Water,Rescue,Ahmedabad,8hr am,Hindi,,36,2.54,Isha Singh
1697,Medical,Food,Navsari,4hr am,English,Bike,20,4.76,Sneha Patel
1698,Water,Medical,Vadodara,3hr am,English,Car,45,4.55,Rahul Mehta
1699,Rescue,Food,Navsari,1hr pm,Hindi,,41,2.78,Anjali Sharma
1700,Food,Education,Surat,4hr am,Hindi,Car,41,4.66,Priya Reddy
1701,Medical,Water,Ahmedabad,8hr pm,English,Car,21,3.92,Neha Kumar
1702,Education,Food,Navsari,3hr pm,Hindi,,11,3.79,Neha Kumar
1703,Water,Rescue,Rajkot,1hr pm,Hindi,,11,2.56,Rohit Joshi
1704,Rescue,Medical,Navsari,6hr am,Gujarati,Car,30,3.76,Rahul Gupta
1705,Rescue,Medical,Ahmedabad,7hr pm,Gujarati,Bike,3,4.97,Neha Mehta
1706,Water,Rescue,Surat,3hr am,Gujarati,Car,32,3.3,Amit Reddy
1707,Food,Education,Rajkot,2hr pm,Gujarati,,43,4.48,Priya Reddy
1708,Education,Medical,Vadodara,6hr pm,Hindi,Car,30,3.48,Isha Sharma
1709,Education,Medical,Navsari,8hr am,English,Bike,6,3.25,Rohit Kumar
1710,Water,Medical,Ahmedabad,1hr pm,English,,1,4.54,Amit Mehta
1711,Rescue,Education,Vadodara,1hr am,Hindi,Bike,18,2.82,Rahul Nair
1712,Education,Education,Vadodara,1hr am,Gujarati,Car,41,4.94,Vikram Mehta
1713,Food,Medical,Rajkot,7hr am,English,,7,4.18,Karan Joshi
1714,Water,Education,Surat,5hr pm,Hindi,Bike,45,4.9,Arjun Patel
1715,Education,Food,Rajkot,1hr pm,Hindi,Car,16,3.98,Neha Mehta
1716,Medical,Food,Ahmedabad,8hr pm,English,,38,3.82,Rohit Nair
1717,Food,Medical,Surat,5hr pm,Hindi,,45,2.86,Vikram Joshi
1718,Education,Rescue,Navsari,1hr am,Gujarati,,47,4.64,Rahul Patel
1719,Water,Water,Ahmedabad,7hr am,English,Bike,38,4.05,Arjun Mehta
1720,Rescue,Medical,Rajkot,3hr pm,English,Car,25,3.12,Neha Kumar
1721,Education,Education,Rajkot,8hr am,English,,49,3.62,Isha Nair
1722,Medical,Water,Navsari,3hr pm,Gujarati,Bike,41,2.74,Anjali Nair
1723,Water,Food,Rajkot,2hr pm,English,Car,15,3.0,Isha Singh
1724,Water,Education,Rajkot,7hr am,English,Bike,29,3.88,Rohit Sharma
1725,Education,Education,Vadodara,7hr am,English,Car,44,3.36,Arjun Gupta
1726,Medical,Rescue,Vadodara,7hr am,Hindi,Bike,23,3.94,Vikram Joshi
1727,Medical,Water,Vadodara,6hr am,English,Car,22,3.04,Amit Gupta
1728,Education,Medical,Surat,4hr pm,English,,17,4.05,Karan Mehta
1729,Food,Rescue,Vadodara,6hr pm,English,Car,3,3.44,Rahul Sharma
1730,Water,Rescue,Vadodara,6hr pm,English,Bike,32,3.01,Neha Reddy
1731,Education,Water,Vadodara,2hr pm,Hindi,Car,25,3.62,Priya Verma
1732,Medical,Food,Vadodara,6hr am,Gujarati,Bike,9,3.04,Karan Gupta
1733,Rescue,Water,Navsari,5hr am,Gujarati,,13,2.85,Vikram Mehta
1734,Food,Education,Rajkot,4hr pm,English,,23,4.17,Rohit Singh
1735,Rescue,Education,Navsari,8hr am,Gujarati,,44,4.08,Vikram Gupta
1736,Food,Medical,Surat,5hr am,Hindi,,45,2.86,Pooja Sharma
1737,Food,Rescue,Surat,7hr pm,Gujarati,Bike,18,4.21,Amit Sharma
1738,Water,Medical,Rajkot,6hr pm,Hindi,Bike,5,3.16,Isha Joshi
1739,Rescue,Education,Navsari,8hr pm,Hindi,Car,13,4.43,Neha Gupta
1740,Medical,Medical,Surat,8hr am,Gujarati,Bike,39,4.14,Arjun Joshi
1741,Food,Water,Ahmedabad,8hr am,Gujarati,Car,37,4.67,Neha Singh
1742,Water,Medical,Ahmedabad,1hr am,English,,1,4.54,Isha Reddy
1743,Water,Rescue,Ahmedabad,8hr am,Hindi,,36,2.54,Anjali Nair
1744,Rescue,Education,Surat,3hr pm,Gujarati,Car,6,4.04,Arjun Mehta
1745,Education,Food,Ahmedabad,1hr pm,Hindi,,7,2.65,Vikram Nair
1746,Rescue,Rescue,Vadodara,1hr pm,English,Car,7,2.63,Isha Kumar
1747,Water,Water,Ahmedabad,3hr am,English,Car,38,3.94,Karan Sharma
1748,Rescue,Food,Surat,5hr am,Hindi,,27,3.94,Amit Kumar
1749,Food,Rescue,Rajkot,7hr am,English,Bike,11,3.76,Vikram Verma
1750,Education,Water,Navsari,1hr pm,Hindi,Car,3,3.31,Neha Reddy
1751,Education,Medical,Ahmedabad,2hr pm,Hindi,Car,0,4.59,Arjun Reddy
1752,Medical,Water,Surat,7hr pm,Gujarati,Car,27,3.83,Anjali Sharma
1753,Water,Food,Navsari,5hr pm,English,Bike,11,4.08,Rohit Nair
1754,Food,Food,Rajkot,5hr pm,Gujarati,Car,35,4.92,Rahul Singh
1755,Water,Education,Rajkot,4hr am,Hindi,Bike,40,2.6,Rahul Sharma
1756,Medical,Education,Navsari,6hr pm,Gujarati,Bike,22,4.75,Priya Singh
1757,Medical,Rescue,Vadodara,8hr pm,Gujarati,,8,2.89,Arjun Joshi
1758,Medical,Rescue,Rajkot,6hr am,Gujarati,Car,34,3.42,Arjun Sharma
1759,Rescue,Medical,Vadodara,3hr am,Gujarati,Car,14,3.89,Arjun Nair
1760,Water,Rescue,Surat,3hr pm,Gujarati,Car,32,3.3,Anjali Gupta
1761,Food,Medical,Surat,5hr am,Hindi,,45,2.86,Rahul Singh
1762,Water,Medical,Rajkot,3hr pm,Hindi,,2,4.51,Sneha Reddy
1763,Medical,Food,Vadodara,7hr am,English,,3,3.55,Isha Nair
1764,Education,Food,Vadodara,4hr am,English,Car,29,4.35,Amit Mehta
1765,Rescue,Education,Vadodara,8hr am,Gujarati,Car,42,3.13,Pooja Kumar
1766,Medical,Education,Vadodara,4hr pm,Hindi,Bike,23,3.94,Rahul Nair
1767,Medical,Water,Rajkot,1hr pm,Hindi,Car,2,2.87,Karan Reddy
1768,Water,Rescue,Surat,6hr am,English,Bike,6,3.52,Arjun Sharma
1769,Rescue,Education,Navsari,6hr pm,English,Bike,18,2.71,Amit Singh
1770,Rescue,Medical,Navsari,1hr pm,Hindi,Car,49,4.82,Amit Patel
1771,Medical,Rescue,Navsari,1hr pm,English,,17,4.78,Isha Reddy
1772,Medical,Medical,Navsari,1hr pm,Gujarati,Bike,42,3.34,Karan Sharma
1773,Water,Medical,Ahmedabad,4hr am,English,,12,4.37,Anjali Joshi
1774,Water,Medical,Vadodara,6hr pm,Hindi,Bike,35,3.72,Rahul Sharma
1775,Rescue,Food,Surat,3hr pm,English,Car,50,4.44,Priya Nair
1776,Medical,Medical,Navsari,3hr am,Hindi,Bike,47,3.64,Rahul Mehta
1777,Rescue,Rescue,Vadodara,7hr pm,English,Bike,7,4.77,Pooja Patel
1778,Food,Education,Ahmedabad,4hr am,English,Bike,26,4.33,Amit Sharma
1779,Food,Rescue,Navsari,2hr am,Hindi,Bike,6,2.97,Sneha Kumar
1780,Medical,Education,Navsari,6hr am,English,Car,1,4.57,Arjun Reddy
1781,Food,Education,Surat,8hr am,English,Bike,7,3.47,Arjun Reddy
1782,Rescue,Medical,Vadodara,2hr pm,Gujarati,Bike,35,4.83,Karan Mehta
1783,Medical,Education,Vadodara,4hr pm,Hindi,Bike,25,3.05,Rahul Singh
1784,Food,Food,Rajkot,5hr pm,Gujarati,Car,35,4.92,Rohit Kumar
1785,Medical,Medical,Vadodara,1hr pm,Hindi,Bike,17,3.17,Sneha Nair
1786,Medical,Rescue,Surat,3hr am,Hindi,,26,3.87,Isha Nair
1787,Medical,Medical,Ahmedabad,3hr pm,Hindi,Car,32,3.71,Anjali Mehta
1788,Education,Rescue,Ahmedabad,7hr am,Hindi,,33,4.49,Rohit Verma
1789,Rescue,Education,Surat,8hr pm,English,Bike,12,2.82,Isha Sharma
1790,Food,Rescue,Vadodara,4hr pm,Hindi,Bike,42,4.85,Priya Nair
1791,Medical,Medical,Surat,5hr am,Hindi,,49,4.56,Sneha Kumar
1792,Medical,Rescue,Ahmedabad,3hr am,Hindi,Car,24,3.53,Arjun Verma
1793,Food,Rescue,Navsari,2hr am,Hindi,Bike,6,2.97,Anjali Patel
1794,Rescue,Medical,Surat,2hr am,Gujarati,Bike,17,4.34,Arjun Sharma
1795,Water,Medical,Navsari,3hr pm,Gujarati,Bike,9,3.76,Rahul Gupta
1796,Rescue,Education,Surat,8hr pm,English,Bike,12,2.82,Anjali Joshi
1797,Education,Water,Rajkot,4hr am,English,,10,4.0,Sneha Mehta
1798,Rescue,Medical,Navsari,6hr am,English,Car,27,4.31,Rohit Verma
1799,Rescue,Water,Surat,8hr am,English,Car,41,4.95,Arjun Patel
1800,Rescue,Rescue,Navsari,6hr am,Gujarati,Bike,38,4.14,Rahul Verma
1801,Food,Food,Ahmedabad,7hr pm,Hindi,Bike,14,4.63,Anjali Patel
1802,Rescue,Medical,Vadodara,5hr am,Gujarati,Car,3,2.67,Isha Verma
1803,Water,Water,Vadodara,7hr pm,Hindi,,38,4.78,Karan Patel
1804,Food,Rescue,Surat,3hr pm,Gujarati,,15,4.6,Vikram Joshi
1805,Medical,Food,Ahmedabad,5hr am,Hindi,,18,4.55,Pooja Joshi
1806,Water,Rescue,Vadodara,3hr pm,Hindi,,1,3.11,Amit Patel
1807,Rescue,Education,Vadodara,8hr pm,Gujarati,,0,3.06,Neha Joshi
1808,Education,Medical,Vadodara,4hr am,Hindi,Bike,26,3.45,Karan Patel
1809,Medical,Water,Surat,8hr am,Gujarati,Car,48,2.72,Rahul Gupta
1810,Food,Food,Surat,8hr pm,English,Bike,10,3.27,Rohit Verma
